,recommend_to_a_friend,review_text
13413,True,recomendo sim pois é um ótimo produto em relação ao custobeneficio me desapontei um pouco com a câmera mais não é algo tão alarmante
13414,False, na descrição deste produto está informando que é para consumo humano mas este é para consumo de pássaros para consumo humano é sem casca e este está sendo comercializado com casca
13415,True,equipe das lojas americanas existe alguma prévia de quando ele voltará para o estoque chateada porque não tem mais 
13416,True,não tinha opção de cor mas o produto é bom e a entrega foi super rapida
13417,True,foi excelente quanto ao material prazo pra receber preço e a atenção que a loja tem dado a mim muito obrigado mesmo
13418,True,bacana estou gostando bastanteesta me atendendo bem
13419,False,não recomendo o manual vem em inglês e a fechadura trava ao manusear a chave parece que a parte mecânica está solta me arrependi em comprar estamos no brasil e não justifica o manual vir em inglês foi dinheiro perdido não entendo como a americanascom se sujeita a vender uma porcaria dessa
13420,False,recebi da estrela  um produto danificado estornei o produto resta saber se vão mandar uma cadeira nova pelo que paguei em confiança nas americanas espero consideração por parte dos senhores no reclame aqui essa empresa está gerando problemas e não é pouco
13421,False,funcionou porém produz um ruido excessivo no nível  tem um ruído extremamente sendo quase impossível permanecer próximo da batedeira em funcionamento com isso não recomendo a compra deste produto e também estou arrependida de têla comprado
13422,True,entrega antes do prazomaravilhoso tudoembalagem prefeitaeu recomendo tanto produto quanto o site
13423,True,produto ótimo parabéns entrega antes do prazo  era tudo que eu esperava muito bom o produto
13424,True,excelente produto  atende todas as expectativas  minha esposa adorou o produto  super recomento  parabéns a lojas americanas  surpreendeu com a data de entrega 
13425,True,ótimo aparelho e recebi antes o prazo isso foi maravilhoso
13426,True,ótima experiência comprar nesta loja tudo perfeito
13427,True,um ótimo relógio para todas as ocasiõesótimo custo beneficioo produto veio em perfeito estado e chegou antes do prazo as americanas estão de parabéns
13428,True,livro muito bom explica  como interagir com os bebês numa fase fundamental da vida principalmente quando os bebês ficam longe dos pais quando estes estão no trabalho
13429,True,ela serve somente para área interna mas eu instalei embaixo do beral da lage e ficou show de bola ela não capta o sinal do roteador a mais de  metros mesmo assim é show
13430,True,produto perfeito  preço muito bom chegou no tempo certo
13431,False,porcaria  propaganda enganosa não é  da marca britâna joguei dinheiro fora
13432,True,chegou rápido entrega antes do prazo recomendo o celular moto g e otimo atende todas as necessidades básicas otimo custo recomendo a todos
13433,True,recomendo pequeno práticoexcelente para passeios correspondeu as minhas expectativassuper recomendo
13434,True,top isso resume tudo perfeito excelente material mdf de qualidade medidas exatas manual claro requer maior atenção na instalação das portas montei tudo sozinha importante ressaltar nenhuma peça faltando nenhuma peça danificada  a entrega das americanas como sempre antes do prazo  eu superrecomendo este produto comprei no portal americanas pela loja parceira panorama móveis já comprei outros produtos da mesma loja mesma marca dalla costa e vieram perfeitos  por outro lado comprei de outra loja produtos desta mesma marca que vieram estragados  vezes com troca e tudo e até hoje não foi resolvido por isso recomendo esta loja em que comprei nenhum até hoje veio com defeito risco ou quinas machucadas  importante recomendação é necessária muita atenção na hora de marcar as furações para instalar as portas
13435,True,estava em dúvida se comprava esse celular ou  iphone  plus  comprei esse  e não me arrependi celular fantástico rápido fotos e vídeos incríveis além de ser uns  reais mais barato que o iphone show 
13436,True,otina qualidade de imagem muito bom vale a pena comprar
13437,True,já sou cliente da americanas e sempre recebi os produtos antecipadamnete
13438,True,a cadeira possui um ótimo custo benefício bem espaçosa e reclinavel 
13439,False,gente não comprem o produto com a americanas comprem em outras lojas pois eu comprei a minha máquina no dia  e até o momento ainda não recebi o produto e o pós venda da americanas on line é péssimo só estou tendo dor de cabeça com eles 
13440,True,eu já tenho uma da wahl mas eu adquiri esta pra fazer tosa da minha cachorra e se saiu muito bem a quaidade do corte
13441,True,estou a um mês com a tv e não tenho o que reclamar som e imagem ambos muito bons
13442,True,boa leitura produto bom de ler tema interessante
13443,False,esse modelo de notebook não suporta o sistema operacional e trava o tempo todo até para tarefas simples como abrir uma pasta ele fica carregando não indico
13444,False,boa noite  e aí  como eu fico as duas entregas dos produtos não deram certas a primeira entrega os filtros ficaram vazando a segunda os filtros encaixaram mas quase queimou o purificador latina chegando até a derreter a lateral do aparelho como demonstrei nas fotos  que enviei em email o que vai ser feito  não possuo a  mais de  anos esse telefone  que vocês ligam aguardo resposta em meu email  att
13445,False,à primeira vista me pareceu ótimo no entanto é só mais um aparelho chinês de baixo custo por isso a qualidade é bastante afetada  de vez em quando dá umas travadas e é preciso reiniciar  a câmera pelo menos é realmente boa  no geral certamente não é um celular para a vida toda
13446,True,muito bom boa para andar no asfalto e na terra muito leve
13447,False,pedi o livro prazo venceu não recebi o livro e enviado email para loja  shop não obtive resposta e hoje    alteraram para pedido entregue mas nada chegou aqui
13448,False,gostaria de saber sobre a garantia do notebook porque depois de algum tempo ligado o computador fica com a tela toda branca e linhas pretas aí só desligando ele e ligando novamente volta a funcionar mas em seguida fica novamente com a tela branca e linhas pretas qual o procedimento pra concerto ou troca do produto
13449,True,com experiência zero montar a roda dianteira e o guidão foi desafiador mas consegui  o manual recomenda procurar um profissional experiente bobagem tem uns vídeos que ensinam como é cada peça e como se monta é só procurar  precisa de chaves allen umas chaves de boca paciência criatividade pesquisas na internet e bomba para encher os pneus
13450,True,o celular é ótimo e original a camera excelente é um celular rápido e facil de usar a caixinha do carregador é um extra que tem que comprar mas tudo bem mas a saída de som de ligação veio um pouco estourada
13451,True,vale apena gostei do kit veio no prazo chegou tudo nos conformes
13452,False,qualidade do produto regular diferente da versão original aparência de usado
13453,False,produto muito fino duro desconfortável até pra quem vai malhar
13454,True,boa fixação perfume com fragrância cítrica  ao  passar em segundos suaviza  me agradou
13455,True,produto muito bom rápida a entrega estão de parabéns
13456,True,dentre várias opções de marcas e modelos concorrentes a família samsung j segue com atualizações de seus modelos proporcionando à seus clientes mais opções de compras e se destacando com produtos diferenciados no mercado de eletrônicos em exclusividade o samsung  pro almejo modelos futuros da linha j com desempenho mais ousados e competitivos com modelos de outras marcas
13457,False,boa noite   fiz uma reclamação do produto ate a presente data não tive qualquer retorno
13458,False,não recomendo pra ninguém fixador péssimo me admira uma loja tão conceituada como lojas americanas venderem um produto tão ruim acho que é falso comparado com outro que comprei no gliocom
13459,True,para quem não conhece a série livros e jogos mas gosta de uma leitura de aventura tipo capa e espada não pode perder para quem já conhece a série é leitura obrigatória  não marquei excelente por duas razões nas primeiras páginas a impressão está disforme é como se tivesse usado mais tinta e fica uma letra borrada   mas depois isso se normaliza  a outra é com relação a tradução existem alguns erros de concordância que não atrapalham a leitura mas fazem você parar e pensar  ahm   mesmo assim espero por outros
13460,True,produto chegou antes do prazo e em perfeiras condições muito bom
13461,True,tenho um cortador desse há mais de um ano excelente não gato mais com corte quanto a esquentar todos esquentam um pouco durante o uso entretanto nada que danifique o cortador esse modelo tem robustez de um profissional
